id;text
ID165;Светлана, добрый день.  Поддерживаю 1 вариант.    
ID165;Нелли, добрый день.  Судя по тому, что я увидел за эти несколько часов, ключевыми направлениями для работы хочу определить следующие: 1. Ответственность за результат и вовлеченность 2. Системное мышление 3. Управление результатом   
ID165;Светлана, добрый день!  Благодарю за поддержку. Это действительно непростое время как для меня, так и компании. Наша задача сейчас - успокоить клиентов и партнеров, убедить их в том, что Cobots и далее будет оставаться лидером по всем направлениям, внушить уверенность в устойчивости нашего развития. Предлагаю в кратчайшие сроки организовать PR-компанию об этом - статьи, видео, интервью со мной и топ-командой. Очень надеюсь на Ваш профессионализм в этом.  Жду предложения до конца недели.  По данному конкретному случаю - предлагаю вежливо прокомментировать, что всё будет хорошо, а о стратегии и планах нового СЕО все узнают в самое ближайшее время   
ID165;Григорий, добрый день.  Не считаю такой подход корректным в условиях конкурентного рынка. Однако, готов лично обсудить с СЕО Robodex варианты сотрудничества по развитию рынка коботов - это может быть выгодно обеим компаниям.   
ID165;Елизавета,   спасибо за информацию. Посмотрим, что с этим делать.   
ID165;Владимир, добрый день!  Прошу прояснить, чем вызвано такое предложение?  Думаю, у Вас есть какие-то расчеты и выкладки, которые Вы можете представить мне и Совету директоров для обсуждения, ведь мы как раз готовимся к пересмотру стратегии на ближайшие 3 года. Прорывных и дерзких идей нам может понадобиться много!  Жду summary по данному предложению до конца недели.   
ID165;Нелли, добрый день.  Думаю, оптимальным будет направить на обучение Михаила Грибова, так как я вижу, что перед Cobots сейчас стоит задача по перезагрузке нашей маркетинговой стратегии, и дополнительные навыки Михаилу в это сложное время точно помогут. Тем более, если это еще и повысит его мотивацию после недавнего провала.   
ID165;-
ID165;Мартин, добрый день!  Благодарю Вас за обратную связь. Я поручил нашему Операционному директору лично разобраться в данном вопросе и помочь - Алекс в копии данного письма.   Надеюсь, что до конца недели  вам удастся согласовать наилучший вариант.   
ID165;Джеффри, добрый день!  Я с удовольствием приму участие в вашей стратегической сессии! Прошу через моего помощника согласовать время и место.  Что касается Вашего вопроса, считаю, что нашим фокусом должно стать не снижение KPI, а разработка подходов, которые позволят выполнить планы даже при меняющихся условиях! Предлагаю Вам и Вашей команде такой план сформировать, а обсудим мы его подробно как раз на стратегической сессии.   
ID165;Добрый день.  Предлагаю не выплачивать компенсацию (мы ни в чем не виноваты, как я понимаю), а оказать ПОДДЕРЖКУ пострадавшей семье. Например, оплатить часть расходов на ремонт или подарить нового кобота. И всё это должно быть соответствующим образом отражено в СМИ, чтобы предупредить возможные претензии. Подключите PR.   
ID165;Мирослава, спасибо за информацию. Я тоже обратил на текучесть внимание, когда изучал отчетность. Обязательно возьму в фокус!
ID165;-
ID165;Валентина, добрый день.  Предлагаю рассмотреть этот вопрос завтра. Если ответ по данному офису не ждет, я готов немного подождать, но найти максимально подходящий вариант.   
ID165;Добрый день. Я посмотрю это предложение в течение завтрашнего дня - сегодня, к сожалению, день очень загружен.
ID165;Евгения,   запросите предложения по гостям от топ-менеджмента Cobots и наших бизнес-юнитов. Согласуйте этот список со службой PR. Мне покажите финальный. Я его дополню при необходимости.   
ID165;Нелли,   Мы провели переговоры. Договорились через неделю еще раз созвониться. Завтра позвоните - подробно расскажу, как прошла беседа. Также прошу взять на контроль организацию созвона через неделю.   
ID165;Герасим, добрый день!  1. Известите покупателей, что партия будет разбита на части. При необходимости сохранения лояльности, сделайте скидку. Клиент не виноват, что мы не разобрались во внутренних процессах. 2. Проанализируйте цепь поставок - подобное не должно повториться в будущем. 3. Свяжитесь с поставщиком и определите причину задержки. Мы должны учитывать подобные варианты в бизнес-ритме. 4. Посмотрите, кто из поставщиков может нас подстраховывать в подобных случаях. Должен быть план Б  В любом случае, о ситуации Вы узнали не только что. Предлагаю заблаговременно информировать о возникающих проблемах, чтобы у нас было поле для маневра. Уверен, что Вы - профессионал высокого уровня, и подобное больше не повторится!   
ID165;Светлана,   прошу вместе с Искандером Станкявичусом СРОЧНО выяснить все детали. Если подтвердится, что там действительно задействован наш кобот-няня, мы оперативно соберем рабочую группу по реагированию.  Светлана, я ожидаю от Вас не только трансляцию новостей, но и предложения о том, что мы с этим делаем - вы этот навык уже демонстрировали, уверен, что дальше всё также будет хорошо.
ID165;Добрый день. Поддерживаю.
ID165;Светлана, добрый день.  А какую  стратегию видите ВЫ?    
ID165;"Алексей, добрый день!  Во-первых, хочу выразить благодарность Вам и Вашей команде: запуск нашей ракеты в столь сжатые сроки - отличный результат!  Что касается обозначенных Вами вопросов, то я понимаю и принимаю, что ждать быстрых результатов в такой отрасли не стоит. При этом, я считаю, что вы могли бы параллельно с основным направлением фундаментальных разработок и исследований поработать над более ""коммерческими"" идеями: 1. Космический туризм. Уверен, Мирослава Артакова такую идею поддержит! 2. Космические технологии в быту. Мы знаем много прекрасных примеров того, как технологии, разработанные для космоса, нашли отличные ниши на земле: консервы, микроволновые печи и многое другое. Думаю, продажа подобных непрофильных разработок могла бы стать для вашего подразделения способом выравнивания финансового положения. 3. Грузовая логистика до близлежащих планет. Уже идет добыча полезных ископаемых на Марсе. Думаю, вы сможете придумать более эффективные способы доставки грузов оттуда, нежели уже существующие.   "
ID165;"Максим, добрый день!  Предложения следующие: 1. Снять/снизить ограничения по самообучению AI-систем в условиях открытого космоса. Это позволит нашим коботам быстрее и лучше принимать решения во время полетов, что даст существенное преимущество на международном рынке. 2. Согласовать возможность создания единого робота помощника для дома - текущие ограничения заставляют нас делать множество разных моделей для своего функционала, их укрупнение позволило бы оптимизировать наши издержки, но сохранить прибыль за счет повышения стоимости ""многофункционального"" кобота. 3. Посодействовать  смягчению требований по локализации производства - вынос части производств за рубеж мог бы способствовать снижению расходов на логистику. 4. Поддержка внедрения технологии AI-extended - это бы существенно повысило конкурентоспособность наших коботов 5. Субсидирование со стороны Правительства расходов на создание исследовательских центров при условии локализации патентов от разработок в РФ. Таким образом мы получим и льготные центры с т.з. CAPEX, и выстроим имидж компании-патриота, готового держать патенты на территории страны.   "
ID165;Добрый день.  Оцените расходы вместе с Н.Гинзбург и доходную часть вместе с М. Грибовым. Если проект окупается на перспективе 2-3 лет, я поддерживаю. Готовьте необходимые материалы для выноса на ближайший коллегиальный орган по выделению финансирования. Если проект не окупается, жду предложения по оптимизации расходов. Сама идея и технология мне очень нравится   
ID165;Нелли, добрый день.  Прошу решить данный вопрос самостоятельно. Я доверяю Вашему экспертному мнению. Думаю, вы найдете оптимальное решение между ценой и удовлетворенностью сотрудников.   
ID165;Добрый день.  Возражаю против пункта №3. Считаю, что в новой стратегии роль HR должна усиливаться, а не только отвечать за подбор персонала. Мы отразим это в новой стратегии.   
ID165;Нэлли, добрый день.  Мы говорили с Вами об этом во время видео-звонка. Я очень жду ВАШИХ предложений по тому, что требуется делать и как. При наличии качественно проработанных идей, готов выделить финансирование.  Жду предложения до конца месяца.   
ID165;Михаил, добрый день!  Очень рад видеть от Вас идеи, тем более настолько отвечающие текущим потребностям компании. Считаю необходимость ребрендинга и обеспечение узнаваемости бренда на уровне лидеров отрасли - ключевыми задачами краткосрочной перспективы.  Что касается конкретно предложенных идей - то идею с заменой логотипа я не поддерживаю. Рынок должен знать, что при смене СЕО суть компании в её инновационности и лидерстве не меняется. А вот изменение цветовой гаммы и подобных идей - очень поддерживаю.  Прошу подготовить верхнеуровневые предложения по всем ключевым продуктам, обсудим вместе с топ-командой. Прошу иметь ввиду, что года на раскачку у нас нет, так что прошу разбить предложения на те, которые могут быть внедрены быстро, и те, которые нужно внедрять постепенно.  Обсудите с командой и завтра сообщите мне сроки подготовки информации.   
ID165;Добрый день!  Прошу проработать данный вопрос с Маркетингом, сформировать ВАШИ предложения, после чего вернемся к вопросу. Буду ждать Ваши предложения во вторник.   
ID165;-
ID165;Антон, добрый день!  Cobots крайне заинтересованы в обсуждаемых мерах поддержки и развития отрасли! Со своей стороны готов предложить следующее содействие: 1. Участие в совещательных органах по данной теме, чтобы поделиться экспертизой, накопленной в компании. 2. Готовы предложить мощности нашего корпоративного университета для обучения проектной команды по данному направлению всем необходимым методикам. 3. Оказать финансовую и техническую поддержку - организация посещения членов проектной группы международных институтов или организаций, занимающихся данной проблематикой. 4. Грантовая поддержка инициатив в этой области.  Это только первые идеи по тому, как мы можем включиться в проект.   Уверен, в рамках дальнейшего обсуждения, мы найдем её много точек соприкосновения!   
ID165;Роберт, спасибо!  Я очень ценю Ваш вклад в дело Cobots и приложу все силы, чтобы сделать компанию еще лучше, больше и дороже! Также буду благодарен, если смогу рассчитывать на вашу поддержку и советы.  С неподдельным уважением,  
ID165;Добрый день.  Прошу согласовать со Светланой (она в копии).   
ID165;-
ID165;Добрый день.  Предположу, что потенциальный партнер смотрит несколько дальше, чем мы. Предлагаю вместе с Пановым обсудить перспективы того, как может развиваться их бизнес на данной территории. Я вижу много рисков.  Предлагаю до конца недели собраться на 30 минут и обсудить. Прошу назначить время через моего секретаря.
ID165;Подтверждаю
ID165;"Элена, спасибо!  Это отличная новость! Прошу проработать варианты: 1. Создание медицинской кобот-лаборатории, которая бы ""приходила"" сама к клиенту и проводила медицинские процедуры 2. Кобот-домашний доктор, который бы стал постоянным медицинским сотрудником у нас дома. И подключался к врачам, например, через VR 3. Ваши идеи!!!  Жду до среды   "
ID165;Евгения,  8 ноября - приоритет собранию топ-менеджмента 15 ноября - приоритет поездке в Стэнфорд 18 декабря - приоритет встрече с Президентом 
ID165;Родион, добрый день!  Полностью поддерживаю! Мало того, что экспертизой нужно делиться для развития рынка, так и Ваше участие поможет нам существенно расширить границы уже существующего рынка.   
ID166;-
ID166;-
ID166;Добрый день, Максим. Рад, что присоединился к команде. к 15-30 сегодня я подготовлю свои основные тезисы по стратегии.
ID166;-
ID166;добрый день Элена. ВВиду того что я только погружаюсь в вопросы компании прошу вас самостоятельно еще раз переговорить с IT - директором и договориться об ответственном за данное направление. я направлю ему свое пожелание по встрече
ID166;Нелли, прошу связаться с Андреем и проговорить  мое личное участие в форуме  также запланировать встречу чтобы обсудить детали  предлагаю встретиться в четверг в 12-00
ID166;добрый день по  анализу анкет мое видение в том что на собеседование пригласить Александра я оценил анкеты по ключевым параметрам которые требуются для данной должности основные параметры              Александр   Валерия рост доли рынка                                9                   5 опыт                                                      10                  10 достижение результата                     9                   8 стратегическое видение                    9                   7 
ID166;-
ID166;добрый день Елизавета на сколько я успел ознакомиться с аспектами компании на мой взгляд сейчас необходимо уделить внимание следующим бизнес-процессам: 1. процесс обучения и развития персонала, ввиду низких показателей NPS и отдачи от обучения 2. процесс поддержки и сервиса домашних роботов 3. посмотреть расширения присутствия на рынках медиа и медицины    
ID166;-
ID166;по данному вопросу могу сказать что инициативная группа смотрит в нужном направлении возможности: рост продаж социализация позволит  усилить привлекательность и узнаваемость бренда  риски  мы не первые в этом направлении есть риски не получения финансового результата   угрозы со стороны регулятора для принятия решения я бы посмотрел финансовую модель данного направления и детальный анализ рисков а также анализ рынка с детализацией и результатами конкурента  это позволит принять взвешенное решение     
ID166;прошу вас составить таблицу на соответствие кандидатов профилю должности и направить ее мне до 10-00 завтра  после этого примем решение
ID166;-
ID166;-
ID166;-
ID166;-
ID166;прошу сделать расчет целесообразности участия с учетом  потенциального экономического эффекта и направить мне в срок до 13-00 20.05.50
ID166;предлагаю обсудить этот на совещании с участием финансового директора где вы обоснуете и защитите сою концепцию на цифрах
ID166;Нелли, я предлагаю вам  самостоятельно определить в этот раз достойного кандидата на обучение
ID166;-
ID166;-
ID166;-
ID166;с учетом того что все таки были прямые нарушения условий эксплуатации я предлагаю отстаивать наши  интересы в суде в противном случае возможны другие иски по любой причине при нарушении условий эксплуатации а на наших масштабах это может привести к еще более трагичным последствия для имиджа и финансового состояния компании 
ID166;-
ID166;-
ID166;-
ID166;-
ID166;-
ID166;-
ID166;прошу связаться с контрагентами по поставке микросхем и разобраться с причинами задержки поставки  Предложить возможные варианты замены предоставить итоги сегодня до 15-00
ID166;-
ID166;-
ID166;-
ID166;-
ID166;1.смягчить ограничения по универсализации роботов,  в частности дать возможность домашним роботам быть универсалами что позволит государству сократить общее количество роботов и их вопросы утилизации а нам оптимизировать затраты на сборку   2. увеличить уровень локализации - даст возможность государству создать новые рабочие места и увеличить ВВП (нам даст возможность конкурентного преимущества в России , тк наши производства здесь 3. увеличить ввозные пошлины на промышленных роботов - даст возможность расширять это направление в России (доп производства и налоги) мы сможем увеличить свою долю рынка здесь пока только это 
ID166;-
ID166;-
ID166;я поддерживаю внедрение новых технологий и оптимизацию  численности при сохранении качества бизнес процессов  также прошу обратить внимание на процедуру сокращения и взаимодействие с властью  если это соблюдается то ок 
ID166;прошу дать ваши предложения по обозначенным вопросам и мы обсудим их с вами на назначенной нами встрече в четверг
ID166;-
ID166;Я прошу вас совместно с маркетингом подготовить предложения и варианты   срок до 15-00 23.05
ID166;-
ID166;добрый день подтверждаю свою заинтересованность в данной программе введение единого стандарта позволит систематизировать и управлять процессом а также даст понятные критерии рынку   готов с удовольствием подключиться к разработке составляющих данной программы   готовы поделиться нашими наработками   
ID166;-
ID166;-
ID166;-
ID166;-
ID166;-
ID166;-
ID166;-
ID166;-
ID167;Уважаемая команда !  Спасибо за направленную информацию! Приятно получить поддержку в первый день!  Желаю нам всем плодотворного сотрудничества!  С уважением,  СЕО Сobots Меняем мир вместе с коботами 
ID167;Никита, доброе утро Еще раз хочу поблагодарить за оказанное мне доверие. Обязательно воспользуюсь направленной Вами информацией. Проведу сегодня встречу с сотрудниками компании. Обозначу наши стратегические возможности, цели и задачи, риски. Кроме того важно решить кто возглавит наше спортивный юнит.     С уважением,   СЕО Сobots Меняем мир вместе с коботами  
ID167;Максим, добрый день Хорошее предложение. Готов встретиться в 15:30 всей нашей командой. Обсудим совместно  стратегические планы.   С уважением,   СЕО Сobots Меняем мир вместе с коботами 
ID167;Герасим, добрый день Спасибо за вводные. Нельзя допустить усиления позиций конкурентов. Необходимо пригласить на встречу Владимира Панова. Его юниту предстоит реализовать логистические решения.  Владимир, прошу до встречи обсудить со мной и Герасимом предложения.  С уважением,   
ID167;-
ID167;-
ID167;-
ID167;-
ID167;Елизавета, добрый день Прошу привлечь ко встрече с коллегами из консалтинга  Виоллету и Джеффри. К сожалению, сегодня очень плотный график. В 15:30 мы с Вами встретимся при подготовке к Совету Директоров. Расскажете мне чем закончилась встреча с МВВ и предлагаемых решениях.   С уважением,   СЕО Сobots Меняем мир вместе с коботами  
ID167;Нелли, добрый день Классная идея. Это позволит нам в том числе повысить привлекательность Cobots, как работодателя. В план также предлагаю включить встречу руководителей юнитов с кандидатами для олимпиады и обязательно мою встречу с победителями. Прошу  анонсировать это событие на ближайшем совещании нашей команды. В качестве призов можно посмотреть наши девайсы или экскурсии в исследовательские центры.  С уважением,  
ID167;-
ID167;-
ID167;Светлана, вариант 1  С уважением, 
ID167;-
ID167;-
ID167;-
ID167;-
ID167;-
ID167;-
ID167;-
ID167;-
ID167;-
ID167;-
ID167;-
ID167;-
ID167;-
ID167;-
ID167;-
ID167;-
ID167;Герасим,  как вариант, доставку можно обеспечить за счет ультраскоростных поездов и дронов в течение 2-х часов. Второй вариант - использовать микросхемы роботов, отгружаемых со склада позднее. Третий - доставить коботов, но микросхемы установить на месте (у партнера). Нам необходимо подумать о снижении зависимости производства от китайских партнеров.  коллеги, какие еще есть предложения?   С уважением,   
ID167;-
ID167;-
ID167;Светлана, Андрей,  завтра в 15:00 проведем встречу по данному вопросу. Обсудим риски для нашей компании.  С уважением,   
ID167;-
ID167;Максим,  предлагаю сконцентрироваться на следующем: 1)Создать благоприятные условия для освоения космоса , медицина и  развлечений. В этих направлениях происходит максимальная генерация инноваций.  2)Поддержать законодательно разработки в области квантовых вычислений. Это создаст серьезные преимущества нашей стране. Объединенная Европа теряет позиции. Нам необходимо составить конкуренцию Китаю, США и Азиатским странам на развивающихся рынках. 4)Снизить государственное регулирование для максимального ускорения развития этих областей. Одновременно увеличить долю выделяемых субсидий. 5) Закрепить законодательно использование решений в области ИИ,AI, роботизации (коботов) во всех сферах жизни человека.  С уважением,   
ID167;-
ID167;-
ID167;-
ID167;-
ID167;-
ID167;-
ID167;-
ID167;-
ID167;-
ID167;-
ID167;-
ID167;-
ID167;Подтверждаю )
ID167;-
ID167;Умница! ) Внеси пжста корректировки с учетом сегодняшнего дня:  сегодня на 16:30 встречу с Волковым, вторник - повторный разговор с Сянчзяном,  среда - консалтинговая компания . Включи регулярные встречи с HR, руководителями департаментов и безопасности. Также встречу с юристом. В конце дня обсудим еще корректировки в календаре.  Спасибо    
ID167;-
ID168;-
ID168;-
ID168;Максим добрый день! Подготовлю тезисы к указанному сроку! 
ID168;-
ID168;"Коллеги добрый день!  Ответственным за решение этой задачи назначаю Майкла Келлер, желаю удачи! Задача: За последние полгода количество наших клиентов увеличилась в 2,2 раза, что стало приводить к задержке онлайн-расчетов и увеличило время ожидания ответа на клиентские запросы. Для стабильной обработки запросов от такого количества клиентов, мгновенного осуществления онлайн-расчетов и быстрого предоставления обратной связи я предлагаю:  ·      разработать бета-версию рабочей среды по автоматическому сбору данных;   ·      переобучить нейронную сеть на данных последнего полугодия. Спасибо!               С уважением, Лейдман Наталия. "
ID168;Нелли добрый день! Прошу проработать участие в рамках бюджета!  
ID168;Добрый день и ок.
ID168;Светлана добрый день! Направляю свое мнение в какой из штатов лучше подходит для открытия филиала компании и старта продаж бытовых коботов?  1.          Предлагаю начать развитие бизнеса в следующей последовательности по Штатам: Виктория Н. Южный Уэсльс Квинсленд  2.          Выбрать из них наиболее перспективный рынок и написать ваши аргументы. Виктория - слабая конкурентная среда, развивающий рынок, 2й по количеству потребителей при прочих средних доходах и структуре населения, стабильности в части прироста населения и структуры экономически активного, понятная конкурентная среда.      Заранее спасибо!
ID168;-
ID168;Нелли добрый день! Согласна с Вашим Предложением и поддерживаю идею! Берите в работу. Сообщите мне, когда сможете вернуться с финальной концепцией. Жду ОС по срокам завтра. 
ID168;"Максим добрый день!  В виду активностей по обсуждаемым разработкам со стороны конкурентов необходимо ставить в план доработок эту инициативу.  Что касается требуемых инвестиции и дополнительных расходов: Большой сумме инвестиций — до 50 млн. долларов, роста  стоимость производства коботов (вырастет на 10 %), то считаю эти расходы обоснованными, считаю эту функциональность необходимой (моргания, эмоций и т.д.), т.к. это отвечает потребностям клиентов (эмоция). Поддерживаю мнение проектной группы в отношении роста спроса ""Однако проектная группа оценивает, что рост спроса компенсирует дополнительные затраты, и это позволит повысить прибыльность парков CobotMania.  В качестве дополнительной информации необходимо просчитать и проанализировать эффект от внедрение данной функции, прошу дать поручение ее просчитать и направить мне для доп. анализа.   Дополнительными шагами для CE: 1. Создать проектную группу. 2. Просчитать стоимость всего проекта и его окупаемость. 3. Скорректировать бюджет СЕ.  Спасибо!"
ID168;-
ID168;Добрый день! Предлагаю действовать следующим образом. Вижу 3 пути возможного разрешения ситуации:  1)     Принести извинения покупателям и пообещать исправить ситуацию в ближайшее время, сообщить дату решения вопроса.       
ID168;Добрый день! В первую очередь инновационность и диджитал навыки. спасибо.
ID168;Светлана добрый день! Предлагаю разместить релиз о моем назначении, стандартный, информационный.  спасибо.
ID168;Григорий добрый день! Я ознакомилась с вашим предложением, но вряд ли оно будет приемлемо для меня. 
ID168;Добрый день, спасибо и планирую участие. 
ID168;Добрый день Владимир! Поддерживаю Ваш план оптимизации CobotTaxi. Мы предлагаем увеличить имеющийся парк беспилотного такси на 25 % к 2053 году вместо запланированного роста по стратегии на 8 %.  Предлагаю внести изменение общим порядком и подтверждаю свою поддержку в этом вопросе. Выносите изменения до конца следующей недели. Спасибо.
ID168;Добрый день! Предлагаю направить  ·      Дайрон Купер — технический директор внутренних сервисов, работает в компании 5 лет. Он является инициатором и идейным вдохновителем разработки крупного проекта внутрикорпоративного кобопортала. Дайрон консервативен, закрыт по отношению к новым идеям. Спасибо. 
ID168;-
ID168;Мартин добрый день! Готова обсудить наше участие в плане Б. 
ID168;Ричард добрый день! Сегодня не готова принять решение по снижению вашего KPI  на 5%, но готова более подробно погрузиться в проблему и принять участие в пятницу в Вашей активности. Прошу выставить ее в мой календарь. 
ID168;Максим добрый день! Предлагаю решить мирным путем, возместить убытки.  
ID168;-
ID168;-
ID168;Валентина добрый день! Прочитала Ваше сообщение и хотела уточнить по нему следующую информацию: Заложены ли текущим бюджетом на этот год расходы по перемещению подразделения? Если да,  укладываетесь ли Вы в него? В какой стадии проработка вопроса с партнером? В случае, если первые два п. выполняются, окажет ли переезд влияние на рабочий процесс? Жду ОС для формирования моей позиции. 
ID168;Добрый день! Можете начать переговоры, но прошу быть крайне осторожным в размерах инвестиций. Напомню, что на последнем бюджетном комитете на 30% сократили собственный бюджет на инновации. Если только, что-то прорывное.... и с отдельным обсуждением,  
ID168;Евгений добрый день! Прошу в организации приема ориентироваться на стандартный список,от меня дополнений не будет. 
ID168;Еще раз добрый день, спасибо за информацию.
ID168;Добрый день! Прошу Вас сегодня связаться с нашим партнером: 1. Предупредить о ситуации 2. Объяснить причины этого события 3. обсудить размер компенсации 4. Проинформировать о дате поставки (крайне важно ее выдержать. Спасибо.
ID168;Коллеги добрый день! Я в курсе этой трагедии, прошу оперативно меня информировать о поступающей информации по данному событию. Андрей, Вас прошу немедленно включиться и направить сегодня до конца дня план мероприятий, который будет включать в себя: Юридическую поддержку по данному кейсу. Координатора всех принимаемых по нему решений.  Определить бюджет возможных выплат по данному случаю. Определить срок экспертизы по данному кейсу (причина) Установить возможные причины данного события  Жду информацию по данному событию ежедневно до 17-00. Спасибо
